id:ID,properties:JSON,:LABEL
2292,"{""halt_diva"": ""1399"", ""halt_kurz"": ""KINK"", ""halt_lang"": ""Zürich, Kinkelstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2293,"{""halt_diva"": ""2924"", ""halt_kurz"": ""WINK"", ""halt_lang"": ""Zürich, Winkelriedstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2294,"{""halt_diva"": ""1667"", ""halt_kurz"": ""MUFG"", ""halt_lang"": ""Zürich, Museum für Gestaltung"", ""halt_ist_aktiv"": ""True""}",Stop
2295,"{""halt_diva"": ""580"", ""halt_kurz"": ""BURG"", ""halt_lang"": ""Zürich, Burgwies"", ""halt_ist_aktiv"": ""True""}",Stop
2298,"{""halt_diva"": ""2014"", ""halt_kurz"": ""QUEL"", ""halt_lang"": ""Zürich, Quellenstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2299,"{""halt_diva"": ""6031"", ""halt_kurz"": ""DEP5"", ""halt_lang"": ""Zürich, Depot 5 Hard"", ""halt_ist_aktiv"": ""True""}",Stop
2300,"{""halt_diva"": ""6033"", ""halt_kurz"": ""DEP8"", ""halt_lang"": ""Zürich, Depot 8 Oerlikon"", ""halt_ist_aktiv"": ""True"", ""halt_punkt_diva"": ""50"", ""halt_id"": ""1067"", ""GPS_Latitude"": ""47,433551"", ""GPS_Longitude"": ""8,565714"", ""GPS_Bearing"": ""208"", ""halt_punkt_ist_aktiv"": ""False""}",StopPoint
2301,"{""halt_diva"": ""6035"", ""halt_kurz"": ""GAR9"", ""halt_lang"": ""Zürich, Garage 9 Hagenholz"", ""halt_ist_aktiv"": ""True"", ""halt_punkt_diva"": ""51"", ""halt_id"": ""1067"", ""GPS_Latitude"": ""47,433508"", ""GPS_Longitude"": ""8,565861"", ""GPS_Bearing"": ""31"", ""halt_punkt_ist_aktiv"": ""False""}",StopPoint
2302,"{""halt_diva"": ""1100"", ""halt_kurz"": ""HEGG"", ""halt_lang"": ""Zürich, Haldenegg"", ""halt_ist_aktiv"": ""True""}",Stop
2308,"{""halt_diva"": ""1138"", ""halt_kurz"": ""HEDW"", ""halt_lang"": ""Zürich, Hedwigsteig"", ""halt_ist_aktiv"": ""True""}",Stop
2312,"{""halt_diva"": ""894"", ""halt_kurz"": ""ENZE"", ""halt_lang"": ""Zürich, Friedhof Enzenbühl"", ""halt_ist_aktiv"": ""True""}",Stop
2313,"{""halt_diva"": ""2151"", ""halt_kurz"": ""SALE"", ""halt_lang"": ""Zürich, Salersteig"", ""halt_ist_aktiv"": ""True""}",Stop
2315,"{""halt_diva"": ""1507"", ""halt_kurz"": ""LANM"", ""halt_lang"": ""Zürich, Langmauerstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2316,"{""halt_diva"": ""2575"", ""halt_kurz"": ""BSTE"", ""halt_lang"": ""Zürich, Bahnhof Stettbach"", ""halt_ist_aktiv"": ""True""}",Stop
2356,"{""halt_diva"": ""1620"", ""halt_kurz"": ""MATT"", ""halt_lang"": ""Zürich, Mattenhof"", ""halt_ist_aktiv"": ""True""}",Stop
2367,"{""halt_diva"": ""547"", ""halt_kurz"": ""BRUN"", ""halt_lang"": ""Zürich, Brunaustrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2375,"{""halt_diva"": ""2814"", ""halt_kurz"": ""WALD"", ""halt_lang"": ""Zürich, Waldgarten"", ""halt_ist_aktiv"": ""True""}",Stop
2383,"{""halt_diva"": ""1640"", ""halt_kurz"": ""MICA"", ""halt_lang"": ""Zürich, Micafil"", ""halt_ist_aktiv"": ""True""}",Stop
2404,"{""halt_diva"": ""488"", ""halt_kurz"": ""BILO"", ""halt_lang"": ""Zürich, Billoweg"", ""halt_ist_aktiv"": ""True""}",Stop
2406,"{""halt_diva"": ""2666"", ""halt_kurz"": ""TIER"", ""halt_lang"": ""Zürich, Tierspital"", ""halt_ist_aktiv"": ""True""}",Stop
2413,"{""halt_diva"": ""1666"", ""halt_kurz"": ""MUSR"", ""halt_lang"": ""Zürich, Museum Rietberg"", ""halt_ist_aktiv"": ""True""}",Stop
2414,"{""halt_diva"": ""2582"", ""halt_kurz"": ""STOC"", ""halt_lang"": ""Zürich, Stockerstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2422,"{""halt_diva"": ""1179"", ""halt_kurz"": ""HERZ"", ""halt_lang"": ""Zürich, Herzogenmühlestrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2423,"{""halt_diva"": ""6626"", ""halt_kurz"": ""BLUM"", ""halt_lang"": ""Zürich, Blumenfeldstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2424,"{""halt_diva"": ""6627"", ""halt_kurz"": ""ASPH"", ""halt_lang"": ""Zürich, Aspholz"", ""halt_ist_aktiv"": ""True""}",Stop
2425,"{""halt_diva"": ""6628"", ""halt_kurz"": ""MUEH"", ""halt_lang"": ""Zürich, Mühlacker"", ""halt_ist_aktiv"": ""True""}",Stop
2428,"{""halt_diva"": ""617"", ""halt_kurz"": ""CARL"", ""halt_lang"": ""Zürich, Carl-Spitteler-Strasse"", ""halt_ist_aktiv"": ""True""}",Stop
2429,"{""halt_diva"": ""1705"", ""halt_kurz"": ""NEUA"", ""halt_lang"": ""Zürich, Neuaffoltern"", ""halt_ist_aktiv"": ""True""}",Stop
2434,"{""halt_diva"": ""1362"", ""halt_kurz"": ""KAPF"", ""halt_lang"": ""Zürich, Kapfstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2435,"{""halt_diva"": ""708"", ""halt_kurz"": ""DREI"", ""halt_lang"": ""Zürich, Dreispitz"", ""halt_ist_aktiv"": ""True""}",Stop
2437,"{""halt_diva"": ""455"", ""halt_kurz"": ""BERH"", ""halt_lang"": ""Zürich, Berghaldenstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2438,"{""halt_diva"": ""713"", ""halt_kurz"": ""DRUS"", ""halt_lang"": ""Zürich, Drusbergstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2439,"{""halt_diva"": ""2737"", ""halt_kurz"": ""UAFF"", ""halt_lang"": ""Zürich, Unteraffoltern"", ""halt_ist_aktiv"": ""True""}",Stop
2442,"{""halt_diva"": ""1821"", ""halt_kurz"": ""OBEW"", ""halt_lang"": ""Zürich, Oberwiesenstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2444,"{""halt_diva"": ""2836"", ""halt_kurz"": ""WASE"", ""halt_lang"": ""Zürich, Waserstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2445,"{""halt_diva"": ""914"", ""halt_kurz"": ""FRON"", ""halt_lang"": ""Zürich, Fronwald"", ""halt_ist_aktiv"": ""True""}",Stop
2450,"{""halt_diva"": ""1584"", ""halt_kurz"": ""LOOR"", ""halt_lang"": ""Zürich, Loorenstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2451,"{""halt_diva"": ""3760"", ""halt_kurz"": ""HALO"", ""halt_lang"": ""Zürich, Hallenbad Oerlikon"", ""halt_ist_aktiv"": ""True""}",Stop
2453,"{""halt_diva"": ""3764"", ""halt_kurz"": ""MAXB"", ""halt_lang"": ""Zürich, Max-Bill-Platz"", ""halt_ist_aktiv"": ""True""}",Stop
2454,"{""halt_diva"": ""1000"", ""halt_kurz"": ""GLAU"", ""halt_lang"": ""Zürich, Glaubtenstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2456,"{""halt_diva"": ""2688"", ""halt_kurz"": ""TULP"", ""halt_lang"": ""Zürich, Tulpenstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2457,"{""halt_diva"": ""767"", ""halt_kurz"": ""EINF"", ""halt_lang"": ""Zürich, Einfangstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2465,"{""halt_diva"": ""2145"", ""halt_kurz"": ""SAAT"", ""halt_lang"": ""Zürich, Saatlenstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2468,"{""halt_diva"": ""2069"", ""halt_kurz"": ""RIEG"", ""halt_lang"": ""Zürich, Riedgraben"", ""halt_ist_aktiv"": ""True""}",Stop
2472,"{""halt_diva"": ""1160"", ""halt_kurz"": ""HERB"", ""halt_lang"": ""Zürich, Herbstweg"", ""halt_ist_aktiv"": ""True""}",Stop
2473,"{""halt_diva"": ""2251"", ""halt_kurz"": ""SYFI"", ""halt_lang"": ""Zürich, Schlyfi"", ""halt_ist_aktiv"": ""True""}",Stop
2482,"{""halt_diva"": ""1587"", ""halt_kurz"": ""LUCH"", ""halt_lang"": ""Zürich, Luchswiesen"", ""halt_ist_aktiv"": ""True""}",Stop
2487,"{""halt_diva"": ""2005"", ""halt_kurz"": ""PWOL"", ""halt_lang"": ""Zürich, Post Wollishofen"", ""halt_ist_aktiv"": ""True""}",Stop
2488,"{""halt_diva"": ""586"", ""halt_kurz"": ""BUTZ"", ""halt_lang"": ""Zürich, Butzenstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2489,"{""halt_diva"": ""2008"", ""halt_kurz"": ""PROB"", ""halt_lang"": ""Zürich, Probstei"", ""halt_ist_aktiv"": ""True""}",Stop
2505,"{""halt_diva"": ""935"", ""halt_kurz"": ""GASO"", ""halt_lang"": ""Schlieren, Gasometerbrücke"", ""halt_ist_aktiv"": ""True""}",Stop
2508,"{""halt_diva"": ""2689"", ""halt_kurz"": ""TUNN"", ""halt_lang"": ""Zürich, Tunnelstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2509,"{""halt_diva"": ""1856"", ""halt_kurz"": ""OTTI"", ""halt_lang"": ""Zürich, Ottikerstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2510,"{""halt_diva"": ""2107"", ""halt_kurz"": ""ROSW"", ""halt_lang"": ""Zürich, Roswiesen"", ""halt_ist_aktiv"": ""True""}",Stop
2520,"{""halt_diva"": ""1690"", ""halt_kurz"": ""MULL"", ""halt_lang"": ""Schlieren, Mülligen"", ""halt_ist_aktiv"": ""True""}",Stop
2524,"{""halt_diva"": ""2551"", ""halt_kurz"": ""BSEL"", ""halt_lang"": ""Zürich, Bahnhof Selnau"", ""halt_ist_aktiv"": ""True""}",Stop
2526,"{""halt_diva"": ""1122"", ""halt_kurz"": ""HARP"", ""halt_lang"": ""Zürich, Hardplatz"", ""halt_ist_aktiv"": ""True""}",Stop
2527,"{""halt_diva"": ""1234"", ""halt_kurz"": ""BANL"", ""halt_lang"": ""Zürich, Bäckeranlage"", ""halt_ist_aktiv"": ""True""}",Stop
2528,"{""halt_diva"": ""1158"", ""halt_kurz"": ""HELV"", ""halt_lang"": ""Zürich, Helvetiaplatz"", ""halt_ist_aktiv"": ""True""}",Stop
2529,"{""halt_diva"": ""1076"", ""halt_kurz"": ""GUET"", ""halt_lang"": ""Zürich, Güterbahnhof"", ""halt_ist_aktiv"": ""True""}",Stop
2531,"{""halt_diva"": ""2276"", ""halt_kurz"": ""BUCL"", ""halt_lang"": ""Zürich, Schulhaus Buchlern"", ""halt_ist_aktiv"": ""True""}",Stop
2532,"{""halt_diva"": ""716"", ""halt_kurz"": ""DUNK"", ""halt_lang"": ""Zürich, Dunkelhölzli"", ""halt_ist_aktiv"": ""True""}",Stop
2535,"{""halt_diva"": ""1570"", ""halt_kurz"": ""LIND"", ""halt_lang"": ""Zürich, Lindenplatz"", ""halt_ist_aktiv"": ""True""}",Stop
2536,"{""halt_diva"": ""5001"", ""halt_kurz"": ""BALN"", ""halt_lang"": ""Zürich, Bahnhof Altstetten N"", ""halt_ist_aktiv"": ""True""}",Stop
2538,"{""halt_diva"": ""592"", ""halt_kurz"": ""BAEN"", ""halt_lang"": ""Zürich, Bändliweg"", ""halt_ist_aktiv"": ""True""}",Stop
2540,"{""halt_diva"": ""3022"", ""halt_kurz"": ""BALT"", ""halt_lang"": ""Zürich, Bahnhof Altstetten"", ""halt_ist_aktiv"": ""True""}",Stop
2542,"{""halt_diva"": ""2033"", ""halt_kurz"": ""RAUH"", ""halt_lang"": ""Zürich, Rautihalde"", ""halt_ist_aktiv"": ""True""}",Stop
2543,"{""halt_diva"": ""2034"", ""halt_kurz"": ""RAUT"", ""halt_lang"": ""Zürich, Rautistrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2544,"{""halt_diva"": ""1041"", ""halt_kurz"": ""GRUN"", ""halt_lang"": ""Zürich, Grünaustrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2546,"{""halt_diva"": ""2152"", ""halt_kurz"": ""SALZ"", ""halt_lang"": ""Zürich, Salzweg"", ""halt_ist_aktiv"": ""True""}",Stop
2550,"{""halt_diva"": ""1519"", ""halt_kurz"": ""LAUB"", ""halt_lang"": ""Zürich, Laubegg"", ""halt_ist_aktiv"": ""True""}",Stop
2553,"{""halt_diva"": ""1175"", ""halt_kurz"": ""HERT"", ""halt_lang"": ""Zürich, Hertensteinstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2563,"{""halt_diva"": ""1528"", ""halt_kurz"": ""LEHE"", ""halt_lang"": ""Zürich, Lehenstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2564,"{""halt_diva"": ""3705"", ""halt_kurz"": ""ALBD"", ""halt_lang"": ""Zürich, Albisriederdörfli"", ""halt_ist_aktiv"": ""True""}",Stop
2565,"{""halt_diva"": ""1354"", ""halt_kurz"": ""JUGI"", ""halt_lang"": ""Zürich, Jugendherberge"", ""halt_ist_aktiv"": ""True""}",Stop
2566,"{""halt_diva"": ""3706"", ""halt_kurz"": ""AHOS"", ""halt_lang"": ""Zürich, Althoos"", ""halt_ist_aktiv"": ""True""}",Stop
2567,"{""halt_diva"": ""2618"", ""halt_kurz"": ""SUSE"", ""halt_lang"": ""Zürich, Susenbergstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2568,"{""halt_diva"": ""1356"", ""halt_kurz"": ""KALB"", ""halt_lang"": ""Zürich, Kalchbühlweg"", ""halt_ist_aktiv"": ""True""}",Stop
2570,"{""halt_diva"": ""1358"", ""halt_kurz"": ""KANO"", ""halt_lang"": ""Zürich, Kanonengasse"", ""halt_ist_aktiv"": ""True""}",Stop
2571,"{""halt_diva"": ""1359"", ""halt_kurz"": ""KANT"", ""halt_lang"": ""Zürich, Kantonsschule"", ""halt_ist_aktiv"": ""True""}",Stop
2572,"{""halt_diva"": ""2447"", ""halt_kurz"": ""SPOH"", ""halt_lang"": ""Zürich, Hardturm"", ""halt_ist_aktiv"": ""True""}",Stop
2573,"{""halt_diva"": ""1611"", ""halt_kurz"": ""MAIE"", ""halt_lang"": ""Zürich, Maienweg"", ""halt_ist_aktiv"": ""True""}",Stop
2575,"{""halt_diva"": ""2449"", ""halt_kurz"": ""SPOW"", ""halt_lang"": ""Zürich, Sportweg"", ""halt_ist_aktiv"": ""True""}",Stop
2576,"{""halt_diva"": ""1614"", ""halt_kurz"": ""MANS"", ""halt_lang"": ""Zürich, Manesseplatz"", ""halt_ist_aktiv"": ""True""}",Stop
2578,"{""halt_diva"": ""1615"", ""halt_kurz"": ""MARB"", ""halt_lang"": ""Zürich, Marbachweg"", ""halt_ist_aktiv"": ""True""}",Stop
2579,"{""halt_diva"": ""1441"", ""halt_kurz"": ""PKAE"", ""halt_lang"": ""Zürich, Pflegezentr. Käferberg"", ""halt_ist_aktiv"": ""True""}",Stop
2580,"{""halt_diva"": ""2707"", ""halt_kurz"": ""TUEF"", ""halt_lang"": ""Zürich, Tüffenwies"", ""halt_ist_aktiv"": ""True""}",Stop
2581,"{""halt_diva"": ""1445"", ""halt_kurz"": ""KNOR"", ""halt_lang"": ""Zürich, Krematorium Nordheim"", ""halt_ist_aktiv"": ""True""}",Stop
2582,"{""halt_diva"": ""1446"", ""halt_kurz"": ""KSIH"", ""halt_lang"": ""Zürich, Krematorium Sihlfeld"", ""halt_ist_aktiv"": ""True""}",Stop
2587,"{""halt_diva"": ""2364"", ""halt_kurz"": ""SEGA"", ""halt_lang"": ""Zürich, Segantinistrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2589,"{""halt_diva"": ""3453"", ""halt_kurz"": ""TECH"", ""halt_lang"": ""Zürich, Technopark"", ""halt_ist_aktiv"": ""True""}",Stop
2590,"{""halt_diva"": ""615"", ""halt_kurz"": ""BURK"", ""halt_lang"": ""Zürich, Bürkliplatz"", ""halt_ist_aktiv"": ""True""}",Stop
2591,"{""halt_diva"": ""2366"", ""halt_kurz"": ""SEID"", ""halt_lang"": ""Zürich, Seidelhof"", ""halt_ist_aktiv"": ""True""}",Stop
2593,"{""halt_diva"": ""3457"", ""halt_kurz"": ""LERA"", ""halt_lang"": ""Zürich, Lerchenrain"", ""halt_ist_aktiv"": ""True""}",Stop
2595,"{""halt_diva"": ""3458"", ""halt_kurz"": ""PSCH"", ""halt_lang"": ""Zürich, Schauenberg"", ""halt_ist_aktiv"": ""True""}",Stop
2598,"{""halt_diva"": ""2450"", ""halt_kurz"": ""SPRE"", ""halt_lang"": ""Zürich, Sprecherstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2600,"{""halt_diva"": ""2451"", ""halt_kurz"": ""SPYR"", ""halt_lang"": ""Zürich, Spyriplatz"", ""halt_ist_aktiv"": ""True""}",Stop
2603,"{""halt_diva"": ""1539"", ""halt_kurz"": ""LERC"", ""halt_lang"": ""Zürich, Lerchenhalde"", ""halt_ist_aktiv"": ""True""}",Stop
2606,"{""halt_diva"": ""1194"", ""halt_kurz"": ""HINT"", ""halt_lang"": ""Zürich, Hinterbergstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2607,"{""halt_diva"": ""1626"", ""halt_kurz"": ""MEIE"", ""halt_lang"": ""Zürich, Meierhofplatz"", ""halt_ist_aktiv"": ""True""}",Stop
2609,"{""halt_diva"": ""3804"", ""halt_kurz"": ""NBRU"", ""halt_lang"": ""Zürich, Neunbrunnen"", ""halt_ist_aktiv"": ""True""}",Stop
2610,"{""halt_diva"": ""1280"", ""halt_kurz"": ""HOEB"", ""halt_lang"": ""Zürich, Hönggerberg"", ""halt_ist_aktiv"": ""True""}",Stop
2612,"{""halt_diva"": ""1456"", ""halt_kurz"": ""KRES"", ""halt_lang"": ""Zürich, Kreuzstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2613,"{""halt_diva"": ""6648"", ""halt_kurz"": ""WURZ"", ""halt_lang"": ""Zürich, Würzgraben"", ""halt_ist_aktiv"": ""True""}",Stop
2614,"{""halt_diva"": ""2800"", ""halt_kurz"": ""WAIF"", ""halt_lang"": ""Zürich, Waidfussweg"", ""halt_ist_aktiv"": ""True""}",Stop
2615,"{""halt_diva"": ""1286"", ""halt_kurz"": ""HOES"", ""halt_lang"": ""Zürich, Höschgasse"", ""halt_ist_aktiv"": ""True""}",Stop
2617,"{""halt_diva"": ""2801"", ""halt_kurz"": ""WAIH"", ""halt_lang"": ""Zürich, Waidhof"", ""halt_ist_aktiv"": ""True""}",Stop
2618,"{""halt_diva"": ""1288"", ""halt_kurz"": ""HUEG"", ""halt_lang"": ""Zürich, Hügelstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2619,"{""halt_diva"": ""2803"", ""halt_kurz"": ""WAIS"", ""halt_lang"": ""Zürich, Waidspital"", ""halt_ist_aktiv"": ""True""}",Stop
2620,"{""halt_diva"": ""3466"", ""halt_kurz"": ""FRST"", ""halt_lang"": ""Zürich, Freiestrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2621,"{""halt_diva"": ""3469"", ""halt_kurz"": ""HOFS"", ""halt_lang"": ""Zürich, Hofstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2622,"{""halt_diva"": ""1547"", ""halt_kurz"": ""LETT"", ""halt_lang"": ""Zürich, Lettenstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2627,"{""halt_diva"": ""2638"", ""halt_kurz"": ""TALW"", ""halt_lang"": ""Zürich, Talwiesenstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2629,"{""halt_diva"": ""1379"", ""halt_kurz"": ""KEMP"", ""halt_lang"": ""Zürich, Kempfhofsteig"", ""halt_ist_aktiv"": ""True""}",Stop
2630,"{""halt_diva"": ""718"", ""halt_kurz"": ""TONA"", ""halt_lang"": ""Zürich, Toni-Areal"", ""halt_ist_aktiv"": ""True""}",Stop
2632,"{""halt_diva"": ""546"", ""halt_kurz"": ""BRUM"", ""halt_lang"": ""Zürich, Brunau/Mutschellenstr."", ""halt_ist_aktiv"": ""True""}",Stop
2633,"{""halt_diva"": ""2722"", ""halt_kurz"": ""UETL"", ""halt_lang"": ""Zürich, Uetlihof"", ""halt_ist_aktiv"": ""True""}",Stop
2634,"{""halt_diva"": ""2298"", ""halt_kurz"": ""SHOL"", ""halt_lang"": ""Zürich, Schwandenholz"", ""halt_ist_aktiv"": ""True""}",Stop
2635,"{""halt_diva"": ""800"", ""halt_kurz"": ""EGUT"", ""halt_lang"": ""Zürich, Eschergutweg"", ""halt_ist_aktiv"": ""True""}",Stop
2636,"{""halt_diva"": ""1292"", ""halt_kurz"": ""HUER"", ""halt_lang"": ""Zürich, Hürstholz"", ""halt_ist_aktiv"": ""True""}",Stop
2637,"{""halt_diva"": ""3470"", ""halt_kurz"": ""HSTG"", ""halt_lang"": ""Zürich, Hölderlinsteig"", ""halt_ist_aktiv"": ""True""}",Stop
2638,"{""halt_diva"": ""3645"", ""halt_kurz"": ""BOGA"", ""halt_lang"": ""Zürich, Botanischer Garten"", ""halt_ist_aktiv"": ""True""}",Stop
2639,"{""halt_diva"": ""3648"", ""halt_kurz"": ""KLOB"", ""halt_lang"": ""Zürich, Klosbach"", ""halt_ist_aktiv"": ""True""}",Stop
2640,"{""halt_diva"": ""2385"", ""halt_kurz"": ""SIEM"", ""halt_lang"": ""Zürich, Siemens"", ""halt_ist_aktiv"": ""True""}",Stop
2641,"{""halt_diva"": ""1724"", ""halt_kurz"": ""NEUM"", ""halt_lang"": ""Zürich, Neumarkt"", ""halt_ist_aktiv"": ""True""}",Stop
2645,"{""halt_diva"": ""467"", ""halt_kurz"": ""BERO"", ""halt_lang"": ""Zürich, Bernoulli-Häuser"", ""halt_ist_aktiv"": ""True""}",Stop
2646,"{""halt_diva"": ""468"", ""halt_kurz"": ""BERT"", ""halt_lang"": ""Zürich, Bertastrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2647,"{""halt_diva"": ""1641"", ""halt_kurz"": ""MICH"", ""halt_lang"": ""Zürich, Michelstrasse"", ""halt_ist_aktiv"": ""True""}",Stop
2648,"{""halt_diva"": ""3566"", ""halt_kurz"": ""SHOE"", ""halt_lang"": ""Zürich, Schützenhaus Höngg"", ""halt_ist_aktiv"": ""True""}",Stop
